formula,activity,syngony,length,width,depth,surface,km_value,km_unit,vmax_value,vmax_unit,target_source,reaction_type,c_min,c_max,c_const,c_const_unit,ccat_value,ccat_unit,ph,temperature,doi,pdf,access,title,journal,year,pdf_file,pdf_downloaded
Pt,peroxidase,,2,2,2,BSA,41.8,mM,,,text,H2O2 + TMB,0.0,250.0,0.125,mM,,,4.0,25.0,10.1016/j.bios.2014.11.032,J.BIOS.2014.11.032,0,BSA-stabilized Pt nanozyme for peroxidase mimetics and its application on colorimetric detection of mercury(II) ions,Biosensors and Bioelectronics,2015,data/pdfs/pdf_nanozymes/J.BIOS.2014.11.032.pdf,False
Pt,oxidase,,6,6,6,citric acid,0.09,mM,7.0,μm s−1,text,TMB,0.01,0.1,,,0.7,mg mL−1,4.0,25.0,10.1016/j.bios.2016.10.082,J.BIOS.2016.10.082,0,Colorimetric assay of heparin in plasma based on the inhibition of oxidase-like activity of citrate-capped platinum nanoparticles,Biosensors and Bioelectronics,2017,data/pdfs/pdf_nanozymes/J.BIOS.2016.10.082.pdf,False
MnO2,oxidase,,100,100,100,,0.095,mM,2.6,10-7 M s-1,si,TMB,0.0,5.0,,,,,4.0,25.0,10.1016/j.bios.2018.08.004,J.BIOS.2018.08.004,0,On the origin of the synergy between the Pt nanoparticles and MnO2 nanosheets in Wonton-like 3D nanozyme oxidase mimics,Biosensors and Bioelectronics,2018,data/pdfs/pdf_nanozymes/J.BIOS.2018.08.004.pdf,False
Pt,oxidase,,45,45,45,,0.62,mM,0.11,10-7 M s-1,si,TMB,0.0,5.0,,,,,4.0,25.0,10.1016/j.bios.2018.08.004,J.BIOS.2018.08.004,0,On the origin of the synergy between the Pt nanoparticles and MnO2 nanosheets in Wonton-like 3D nanozyme oxidase mimics,Biosensors and Bioelectronics,2018,data/pdfs/pdf_nanozymes/J.BIOS.2018.08.004.pdf,False
Pt@MnO2,oxidase,,250,250,250,,0.015,mM,1.56,10-7 M s-1,si,TMB,0.0,5.0,,,0.049,mg mL−1,4.0,25.0,10.1016/j.bios.2018.08.004,J.BIOS.2018.08.004,0,On the origin of the synergy between the Pt nanoparticles and MnO2 nanosheets in Wonton-like 3D nanozyme oxidase mimics,Biosensors and Bioelectronics,2018,data/pdfs/pdf_nanozymes/J.BIOS.2018.08.004.pdf,False
CuS,peroxidase,hexagonal,50,50,50,polyvinyl pyrrolidone,1.62,mM,,,text,TMB + H2O2,0.2,2.2,30.0,mM,1.0,mg mL−1,4.0,,10.1016/j.bios.2019.111450,J.BIOS.2019.111450,0,Hollow copper sulfide nanocubes as multifunctional nanozymes for colorimetric detection of dopamine and electrochemical detection of glucose,Biosensors and Bioelectronics,2019,data/pdfs/pdf_nanozymes/J.BIOS.2019.111450.pdf,False
CuS,peroxidase,hexagonal,50,50,50,polyvinyl pyrrolidone,0.94,mM,,,text,H2O2 + TMB,0.2,2.2,0.5,mM,1.0,mg mL−1,4.0,,10.1016/j.bios.2019.111450,J.BIOS.2019.111450,0,Hollow copper sulfide nanocubes as multifunctional nanozymes for colorimetric detection of dopamine and electrochemical detection of glucose,Biosensors and Bioelectronics,2019,data/pdfs/pdf_nanozymes/J.BIOS.2019.111450.pdf,False
PtNi,peroxidase,cubic,,1.2,1.2,,0.31,mM,28.12,10-8 M s-1,si,TMB + H2O2,0.0,0.5,,,5.0,μg mL−1,4.0,,10.1016/j.bios.2019.111756,J.BIOS.2019.111756,0,Ultrathin PtNi nanozyme based self-powered photoelectrochemical aptasensor for ultrasensitive chloramphenicol detection,Biosensors and Bioelectronics,2019,data/pdfs/pdf_nanozymes/J.BIOS.2019.111756.pdf,False
PtNi,peroxidase,cubic,,1.2,1.2,,1.2,mM,196.08,10-8 M s-1,si,H2O2 + TMB,0.0,25.0,,,5.0,μg mL−1,4.0,,10.1016/j.bios.2019.111756,J.BIOS.2019.111756,0,Ultrathin PtNi nanozyme based self-powered photoelectrochemical aptasensor for ultrasensitive chloramphenicol detection,Biosensors and Bioelectronics,2019,data/pdfs/pdf_nanozymes/J.BIOS.2019.111756.pdf,False
FeS2,peroxidase,,200,200,200,,0.17,mM,3.93,10-8 M s-1,si,TMB + H2O2,0.0,0.5,0.2,,0.3,mg L-1,4.0,45.0,10.1016/j.bios.2019.111983,J.BIOS.2019.111983,0,High peroxidase-like activity realized by facile synthesis of FeS2 nanoparticles for sensitive colorimetric detection of H2O2 and glutathione,Biosensors and Bioelectronics,2020,data/pdfs/pdf_nanozymes/J.BIOS.2019.111983.pdf,False
FeS2,peroxidase,,200,200,200,,0.3,mM,5.62,10-8 M s-1,si,H2O2 + TMB,0.0,0.8,0.2,mM,0.3,mg L-1,4.0,45.0,10.1016/j.bios.2019.111983,J.BIOS.2019.111983,0,High peroxidase-like activity realized by facile synthesis of FeS2 nanoparticles for sensitive colorimetric detection of H2O2 and glutathione,Biosensors and Bioelectronics,2020,data/pdfs/pdf_nanozymes/J.BIOS.2019.111983.pdf,False
Co3O4,peroxidase,,360,360,360,,0.283,mM,0.1052,μM s–1,si,TMB + H2O2,0.0,2.0,10.0,mM,30.0,μg mL−1,4.5,30.0,10.1016/j.bios.2020.112342,J.BIOS.2020.112342,0,"Facile synthesis of magnetic hierarchical flower-like Co3O4 spheres: Mechanism, excellent tetra-enzyme mimics and their colorimetric biosensing applications",Biosensors and Bioelectronics,2020,data/pdfs/pdf_nanozymes/J.BIOS.2020.112342.pdf,False
Co3O4,peroxidase,,360,360,360,,5.93,mM,0.0985,μM s–1,si,H2O2 + TMB,,,0.5,mM,30.0,μg mL−1,4.5,30.0,10.1016/j.bios.2020.112342,J.BIOS.2020.112342,0,"Facile synthesis of magnetic hierarchical flower-like Co3O4 spheres: Mechanism, excellent tetra-enzyme mimics and their colorimetric biosensing applications",Biosensors and Bioelectronics,2020,data/pdfs/pdf_nanozymes/J.BIOS.2020.112342.pdf,False
Co3O4,oxidase,,360,360,360,,0.0469,mM,0.0459,μM s–1,si,TMB,0.0,2.0,,,10.0,μg mL−1,4.5,25.0,10.1016/j.bios.2020.112342,J.BIOS.2020.112342,0,"Facile synthesis of magnetic hierarchical flower-like Co3O4 spheres: Mechanism, excellent tetra-enzyme mimics and their colorimetric biosensing applications",Biosensors and Bioelectronics,2020,data/pdfs/pdf_nanozymes/J.BIOS.2020.112342.pdf,False
Pd-Fe3O4,peroxidase,,3.2,3.2,3.2,,0.016,mM,2.008e-07,M S -1,si,TMB + H2O2,0.0,0.2,,,,,4.0,30.0,10.1016/j.bios.2021.113724,J.BIOS.2021.113724,0,Pdâ€“Fe3O4 Janus nanozyme with rational design for ultrasensitive colorimetric detection of biothiols,Biosensors and Bioelectronics,2022,data/pdfs/pdf_nanozymes/J.BIOS.2021.113724.pdf,False
Pd-Fe3O4,peroxidase,,3.2,3.2,3.2,,112.35,mM,3.871e-07,M S -1,si,H2O2 + TMB,0.0,160.0,,,,,4.0,30.0,10.1016/j.bios.2021.113724,J.BIOS.2021.113724,0,Pdâ€“Fe3O4 Janus nanozyme with rational design for ultrasensitive colorimetric detection of biothiols,Biosensors and Bioelectronics,2022,data/pdfs/pdf_nanozymes/J.BIOS.2021.113724.pdf,False
Pd-Fe3O4,peroxidase,,4.7,4.7,4.7,,0.017,mM,2.515e-07,M S -1,si,TMB + H2O2,0.0,0.2,,,,,4.0,30.0,10.1016/j.bios.2021.113724,J.BIOS.2021.113724,0,Pdâ€“Fe3O4 Janus nanozyme with rational design for ultrasensitive colorimetric detection of biothiols,Biosensors and Bioelectronics,2022,data/pdfs/pdf_nanozymes/J.BIOS.2021.113724.pdf,False
Pd-Fe3O4,peroxidase,,4.7,4.7,4.7,,126.73,mM,6.667e-07,M S -1,si,H2O2 + TMB,0.0,160.0,,,,,4.0,30.0,10.1016/j.bios.2021.113724,J.BIOS.2021.113724,0,Pdâ€“Fe3O4 Janus nanozyme with rational design for ultrasensitive colorimetric detection of biothiols,Biosensors and Bioelectronics,2022,data/pdfs/pdf_nanozymes/J.BIOS.2021.113724.pdf,False
Pd-Fe3O4,peroxidase,,8,8,8,,0.031,mM,6.821e-07,M S -1,si,TMB + H2O2,0.0,0.2,,,,,4.0,30.0,10.1016/j.bios.2021.113724,J.BIOS.2021.113724,0,Pdâ€“Fe3O4 Janus nanozyme with rational design for ultrasensitive colorimetric detection of biothiols,Biosensors and Bioelectronics,2022,data/pdfs/pdf_nanozymes/J.BIOS.2021.113724.pdf,False
Pd-Fe3O4,peroxidase,,8,8,8,,177.24,mM,7.463e-07,M S -1,si,H2O2 + TMB,0.0,160.0,,,,,4.0,30.0,10.1016/j.bios.2021.113724,J.BIOS.2021.113724,0,Pdâ€“Fe3O4 Janus nanozyme with rational design for ultrasensitive colorimetric detection of biothiols,Biosensors and Bioelectronics,2022,data/pdfs/pdf_nanozymes/J.BIOS.2021.113724.pdf,False
Pt,oxidase,cubic,3.3,3.3,3.3,carboxylated chitosan,0.201,mM,0.777,μM s–1,figure,ascorbic acid,0.08,0.16,,,24.475,μg/mL,5.0,,10.1016/j.carbpol.2022.120120,J.CARBPOL.2022.120120,0,Carboxylated chitosan enabled platinum nanozyme with improved stability and ascorbate oxidase-like activity for a fluorometric acid phosphatase sensor,Carbohydrate Polymers,2022,data/pdfs/pdf_nanozymes/J.CARBPOL.2022.120120.pdf,False
Pt,oxidase,,,,,chitosan,0.385,mM,0.528,μM s–1,figure,ascorbic acid,0.0,0.25,,,,,5.0,,10.1016/j.carbpol.2022.120120,J.CARBPOL.2022.120120,0,Carboxylated chitosan enabled platinum nanozyme with improved stability and ascorbate oxidase-like activity for a fluorometric acid phosphatase sensor,Carbohydrate Polymers,2022,data/pdfs/pdf_nanozymes/J.CARBPOL.2022.120120.pdf,False
Pd/C3N4,oxidase,,,,,,0.086,mmol/L,1.52e-08,mol L-1 s-1,figure,OPD,0.0,1.2,,,,,7.4,,10.1016/j.cclet.2021.08.017,J.CCLET.2021.08.017,0,Enhanced oxidase-like activity of g-C3N4 nanosheets supported Pd nanosheets for ratiometric fluorescence detection of acetylcholinesterase activity and its inhibitor,Chinese Chemical Letters,2022,data/pdfs/pdf_nanozymes/J.CCLET.2021.08.017.pdf,False
Pd,oxidase,cubic,8.44,8.44,1,,0.121,mmol/L,1.05e-08,mol L-1 s-1,figure,OPD,0.0,1.2,,,,,7.4,,10.1016/j.cclet.2021.08.017,J.CCLET.2021.08.017,0,Enhanced oxidase-like activity of g-C3N4 nanosheets supported Pd nanosheets for ratiometric fluorescence detection of acetylcholinesterase activity and its inhibitor,Chinese Chemical Letters,2022,data/pdfs/pdf_nanozymes/J.CCLET.2021.08.017.pdf,False
MnFe2O4,peroxidase,cubic,6,6,6,,0.605,mM,0.538,10−7 M s−1,text,TMB + H2O2,0.0,0.8,0.3,M,,,3.5,,10.1016/j.colsurfa.2011.08.008,J.COLSURFA.2011.08.008,0,Conjugation of manganese ferrite nanoparticles to an anti Sticholysin monoclonal antibody and conjugate applications,Colloids and Surfaces A: Physicochemical and Engineering Aspects,2011,data/pdfs/pdf_nanozymes/J.COLSURFA.2011.08.008.pdf,False
MnFe2O4,peroxidase,cubic,6,6,6,,0.528,mM,0.215,10−7 M s−1,text,H2O2 + TMB,0.0,16.0,800.0,μM,,,3.5,,10.1016/j.colsurfa.2011.08.008,J.COLSURFA.2011.08.008,0,Conjugation of manganese ferrite nanoparticles to an anti Sticholysin monoclonal antibody and conjugate applications,Colloids and Surfaces A: Physicochemical and Engineering Aspects,2011,data/pdfs/pdf_nanozymes/J.COLSURFA.2011.08.008.pdf,False
Mn3O4,oxidase,tetragonal,700−800,700−800,700−800,,3.98e-05,M,0.00027,M min−1,text,TMB + GSH,0.0,0.25,1.5e-05,M,1.67,mg/L,3.6,25.0,10.1016/j.colsurfa.2020.125397,J.COLSURFA.2020.125397,0,Urchin-like trimanganese tetraoxide particles with oxidase-like activity for glutathione detection,Colloids and Surfaces A: Physicochemical and Engineering Aspects,2020,data/pdfs/pdf_nanozymes/J.COLSURFA.2020.125397.pdf,False
Mn3O4,oxidase,tetragonal,700−800,700−800,700−800,,1.58e-05,M,2.5e-05,M min−1,text,GSH +TMB,0.0,0.065,120.0,μM,1.67,mg/L,3.6,25.0,10.1016/j.colsurfa.2020.125397,J.COLSURFA.2020.125397,0,Urchin-like trimanganese tetraoxide particles with oxidase-like activity for glutathione detection,Colloids and Surfaces A: Physicochemical and Engineering Aspects,2020,data/pdfs/pdf_nanozymes/J.COLSURFA.2020.125397.pdf,False
YVO4,peroxidase,tetragonal,15000,15000,15000,,0.1062,mM,3.61e-07,M/s,si,TMB + H2O2,0.1,0.8,2.0,mM,80.0,μg mL−1,4.0,25.0,10.1016/j.colsurfa.2021.126427,J.COLSURFA.2021.126427,0,Colorimetric determination of hydrogen peroxide based on the robust peroxidase-like activities of flower-like YVO4 microstructures,Colloids and Surfaces A: Physicochemical and Engineering Aspects,2021,data/pdfs/pdf_nanozymes/J.COLSURFA.2021.126427.pdf,False
YVO4,peroxidase,tetragonal,15000,15000,15000,,3.82,mM,5.97e-07,M/s,si,H2O2 + TMB,1.0,8.0,0.2,mM,80.0,μg mL−1,4.0,25.0,10.1016/j.colsurfa.2021.126427,J.COLSURFA.2021.126427,0,Colorimetric determination of hydrogen peroxide based on the robust peroxidase-like activities of flower-like YVO4 microstructures,Colloids and Surfaces A: Physicochemical and Engineering Aspects,2021,data/pdfs/pdf_nanozymes/J.COLSURFA.2021.126427.pdf,False
MnFe2O4,oxidase,cubic,3.19,3.19,3.19,,13.59,μM,49.32,μM min-1,text,MBTH,,,,,0.004,mg mL-1,3.9,30.0,10.1016/j.colsurfa.2021.126585,J.COLSURFA.2021.126585,0,Highly sensitive oxidation of MBTH/DMAB by MnFe2O4 nanoparticles as a promising method for nanozyme-based sensor development,Colloids and Surfaces A: Physicochemical and Engineering Aspects,2021,data/pdfs/pdf_nanozymes/J.COLSURFA.2021.126585.pdf,False
Pt,oxidase,,1.7,1.7,1.7,polyvinylpyrrolidone (PVP),0.38,mM,,,text,OPD,0.1,5.0,,,10.0,μg/mL,4.0,75.0,10.1016/j.colsurfa.2021.126985,J.COLSURFA.2021.126985,0,Polyvinylpyrrolidone-stabilized Pt nanoclusters as robust oxidase mimics for selective detection of ascorbic acid,Colloids and Surfaces A: Physicochemical and Engineering Aspects,2021,data/pdfs/pdf_nanozymes/J.COLSURFA.2021.126985.pdf,False
CuMnO2,oxidase,,,,,,0.0499,mM,75.04,10-8 MS-1,text,TMB,0.0,0.8,,,65.0,μg/mL,4.0,30.0,10.1016/j.colsurfa.2022.129887,J.COLSURFA.2022.129887,0,Oxidase mimicking of CuMnO2 nanoflowers and the application in colorimetric detection of ascorbic acid,Colloids and Surfaces A: Physicochemical and Engineering Aspects,2022,data/pdfs/pdf_nanozymes/J.COLSURFA.2022.129887.pdf,False
Fe3O4,peroxidase,cubic,13,13,13,,0.374,mM,2.6e-08,M s−1,text,TMB + H2O2,0.1,2.0,250.0,mM,30.0,μg mL−1,7.4,30.0,10.1016/j.colsurfb.2017.02.004,J.COLSURFB.2017.02.004,0,ATP-mediated intrinsic peroxidase-like activity of Fe 3 O 4 -based nanozyme: One step detection of blood glucose at physiological pH,Colloids and Surfaces B: Biointerfaces,2017,data/pdfs/pdf_nanozymes/J.COLSURFB.2017.02.004.pdf,False
Fe3O4,peroxidase,cubic,13,13,13,,54.6,mM,1.8e-08,M s−1,text,H2O2 + TMB,5.0,600.0,1.0,mM,30.0,μg mL−1,7.4,30.0,10.1016/j.colsurfb.2017.02.004,J.COLSURFB.2017.02.004,0,ATP-mediated intrinsic peroxidase-like activity of Fe 3 O 4 -based nanozyme: One step detection of blood glucose at physiological pH,Colloids and Surfaces B: Biointerfaces,2017,data/pdfs/pdf_nanozymes/J.COLSURFB.2017.02.004.pdf,False
CuCo2O4,oxidase,,1000-3000,200–500,200–500,,0.031,mM,0.217,μM/s,si,TMB,0.05,0.18,,,0.1,mg/mL,4.0,25.0,10.1016/j.colsurfb.2019.110764,J.COLSURFB.2019.110764,0,Controlled formation of porous CuCo2O4 nanorods with enhanced oxidase and catalase catalytic activities using bimetal-organic frameworks as templates,Colloids and Surfaces B: Biointerfaces,2020,data/pdfs/pdf_nanozymes/J.COLSURFB.2019.110764.pdf,False
PtRu,peroxidase,,3.54,3.54,3.54,polyvinylpyrrolidone (PVP),0.76,mM,750.0,10−8 M s−1,text,TMB + H2O2,0.0,0.6,80.0,mM,20.0,μg mL−1,5.0,25.0,10.1016/j.colsurfb.2021.111783,J.COLSURFB.2021.111783,0,PVP-stabilized PtRu nanozymes with peroxidase-like activity and its application for colorimetric and fluorometric glucose detection,Colloids and Surfaces B: Biointerfaces,2021,data/pdfs/pdf_nanozymes/J.COLSURFB.2021.111783.pdf,False
PtRu,peroxidase,,3.54,3.54,3.54,polyvinylpyrrolidone (PVP),36.0,mM,374.0,10−8 M s−1,text,H2O2 + TMB,0.0,80.0,0.6,mM,20.0,μg mL−1,5.0,25.0,10.1016/j.colsurfb.2021.111783,J.COLSURFB.2021.111783,0,PVP-stabilized PtRu nanozymes with peroxidase-like activity and its application for colorimetric and fluorometric glucose detection,Colloids and Surfaces B: Biointerfaces,2021,data/pdfs/pdf_nanozymes/J.COLSURFB.2021.111783.pdf,False
Fe3O4@Cu@Cu2O,peroxidase,cubic,50,50,50,,0.85,mM,1.31e-07,M s-1,text,OPDA + H2O2,0.2,1.5,2.0,mM,0.05,mg mL-1,8.0,25.0,10.1016/j.jallcom.2016.04.269,J.JALLCOM.2016.04.269,0,One-step solvothermal synthesis of Fe3O4@Cu@Cu2O nanocomposite as magnetically recyclable mimetic peroxidase,Journal of Alloys and Compounds,2016,data/pdfs/pdf_nanozymes/J.JALLCOM.2016.04.269.pdf,False
Fe3O4@Cu@Cu2O,peroxidase,cubic,50,50,50,,2.3,mM,1.19e-07,M s-1,text,H2O2 + OPDA,0.2,6.0,1.0,mM,0.05,mg mL-1,8.0,25.0,10.1016/j.jallcom.2016.04.269,J.JALLCOM.2016.04.269,0,One-step solvothermal synthesis of Fe3O4@Cu@Cu2O nanocomposite as magnetically recyclable mimetic peroxidase,Journal of Alloys and Compounds,2016,data/pdfs/pdf_nanozymes/J.JALLCOM.2016.04.269.pdf,False
Fe3O4@Cu@Cu2O,peroxidase,cubic,50,50,50,,0.155,mM,1.71,10–8 M s-1,si,TMB + H2O2,0.025,0.3,20.0,mM,0.05,mg mL-1,4.0,25.0,10.1016/j.jallcom.2016.04.269,J.JALLCOM.2016.04.269,0,One-step solvothermal synthesis of Fe3O4@Cu@Cu2O nanocomposite as magnetically recyclable mimetic peroxidase,Journal of Alloys and Compounds,2016,data/pdfs/pdf_nanozymes/J.JALLCOM.2016.04.269.pdf,False
Fe3O4@Cu@Cu2O,peroxidase,cubic,50,50,50,,116.3,mM,9.23,10–8 M s-1,si,H2O2 + TMB,2.0,100.0,0.2,mM,0.05,mg mL-1,4.0,25.0,10.1016/j.jallcom.2016.04.269,J.JALLCOM.2016.04.269,0,One-step solvothermal synthesis of Fe3O4@Cu@Cu2O nanocomposite as magnetically recyclable mimetic peroxidase,Journal of Alloys and Compounds,2016,data/pdfs/pdf_nanozymes/J.JALLCOM.2016.04.269.pdf,False
Fe-Ag2S,peroxidase,monoclinic,,,,,0.0756,mM,2.09,10-8 M s-1,text,TMB + H2O2,0.01,0.07,0.25,M,240.0,μg/mL,4.0,55.0,10.1016/j.jallcom.2019.01.225,J.JALLCOM.2019.01.225,0,Fe-doped Ag2S with excellent peroxidase-like activity for colorimetric determination of H2O2,Journal of Alloys and Compounds,2019,data/pdfs/pdf_nanozymes/J.JALLCOM.2019.01.225.pdf,False
Fe-Ag2S,peroxidase,monoclinic,,,,,0.471,mM,37.4,10-8 M s-1,text,H2O2 + TMB,0.01,0.08,1.0,mM,240.0,μg/mL,4.0,55.0,10.1016/j.jallcom.2019.01.225,J.JALLCOM.2019.01.225,0,Fe-doped Ag2S with excellent peroxidase-like activity for colorimetric determination of H2O2,Journal of Alloys and Compounds,2019,data/pdfs/pdf_nanozymes/J.JALLCOM.2019.01.225.pdf,False
FeP,peroxidase,orthorhombic,150,150,150,,0.0653,mM,9.54,,si,TMB + H2O2,0.05,0.9,5.0,mM,10.0,μg/mL,4.0,40.0,10.1016/j.jcis.2015.08.032,J.JCIS.2015.08.032,0,Metalâ€“organic frameworks-derived synthesis of porous FeP nanocubes: An effective peroxidase mimetic,Journal of Colloid and Interface Science,2015,data/pdfs/pdf_nanozymes/J.JCIS.2015.08.032.pdf,False
FeP,peroxidase,orthorhombic,150,150,150,,2.907,mM,6.97,,si,H2O2 + TMB,1.0,20.0,0.1,mM,10.0,μg/mL,4.0,40.0,10.1016/j.jcis.2015.08.032,J.JCIS.2015.08.032,0,Metalâ€“organic frameworks-derived synthesis of porous FeP nanocubes: An effective peroxidase mimetic,Journal of Colloid and Interface Science,2015,data/pdfs/pdf_nanozymes/J.JCIS.2015.08.032.pdf,False
N-doped TiO2,peroxidase,tetragonal,,,,,0.45,mM,11.5,10-8 MS-1,text,TMB + H2O2,,,,,4.5,mg/mL,7.4,25.0,10.1016/j.jcis.2017.07.014,J.JCIS.2017.07.014,0,Biomimetic nitrogen doped titania nanoparticles as a colorimetric platform for hydrogen peroxide detection,Journal of Colloid and Interface Science,2017,data/pdfs/pdf_nanozymes/J.JCIS.2017.07.014.pdf,False
N-doped TiO2,peroxidase,tetragonal,,,,,0.75,mM,6.8,10-8 MS-1,text,H2O2 + TMB,,,,,4.5,mg/mL,7.4,25.0,10.1016/j.jcis.2017.07.014,J.JCIS.2017.07.014,0,Biomimetic nitrogen doped titania nanoparticles as a colorimetric platform for hydrogen peroxide detection,Journal of Colloid and Interface Science,2017,data/pdfs/pdf_nanozymes/J.JCIS.2017.07.014.pdf,False
N-doped TiO2,peroxidase,tetragonal,,,,Ionic Liquid,0.35,mM,7.1,10-8 MS-1,text,TMB + H2O2,,,,,,,7.4,25.0,10.1016/j.jcis.2017.07.014,J.JCIS.2017.07.014,0,Biomimetic nitrogen doped titania nanoparticles as a colorimetric platform for hydrogen peroxide detection,Journal of Colloid and Interface Science,2017,data/pdfs/pdf_nanozymes/J.JCIS.2017.07.014.pdf,False
N-doped TiO2,peroxidase,tetragonal,,,,Ionic Liquid,0.64,mM,8.5,10-8 MS-1,text,H2O2 + TMB,,,,,,,7.4,25.0,10.1016/j.jcis.2017.07.014,J.JCIS.2017.07.014,0,Biomimetic nitrogen doped titania nanoparticles as a colorimetric platform for hydrogen peroxide detection,Journal of Colloid and Interface Science,2017,data/pdfs/pdf_nanozymes/J.JCIS.2017.07.014.pdf,False
Au/CeO2,peroxidase,,75,75,75,,0.29,mM,3.9e-05,mMS-1,text,TMB + H2O2,0.05,5.0,2.0,M,40.0,μg/mL,4.0,,10.1016/j.jcis.2017.11.064,J.JCIS.2017.11.064,1,Gold core/ceria shell-based redox active nanozyme mimicking the biological multienzyme complex phenomenon,Journal of Colloid and Interface Science,2018,data/pdfs/pdf_nanozymes/J.JCIS.2017.11.064.pdf,False
Au/CeO2,peroxidase,,75,75,75,,44.69,mM,2.23e-05,mMS-1,text,H2O2 + TMB,60.0,3000.0,1.0,mM,40.0,μg/mL,4.0,,10.1016/j.jcis.2017.11.064,J.JCIS.2017.11.064,1,Gold core/ceria shell-based redox active nanozyme mimicking the biological multienzyme complex phenomenon,Journal of Colloid and Interface Science,2018,data/pdfs/pdf_nanozymes/J.JCIS.2017.11.064.pdf,False
MoO3-x,catalase,monoclinic,3–5,3–5,3–5,,6.72,mM,1.96e-05,MS-1,text,H2O2,0.0,30.0,,,10.0,μg/mL,9.0,,10.1016/j.jcis.2018.12.093,J.JCIS.2018.12.093,1,MoO3âˆ’x nanodots with dual enzyme mimic activities as multifunctional modulators for amyloid assembly and neurotoxicity,Journal of Colloid and Interface Science,2019,data/pdfs/pdf_nanozymes/J.JCIS.2018.12.093.pdf,False
MnOx,oxidase,,30–100,30–100,30–100,,61.2,μM,0.306,μM s–1,text,AR,,,,,50.0,μg mL−1,9.0,25.0,10.1016/j.jcis.2019.01.061,J.JCIS.2019.01.061,0,Mesoporous manganese oxide/manganese ferrite nanopopcorns with dual enzyme mimic activities: A cascade reaction for selective detection of ketoses,Journal of Colloid and Interface Science,2019,data/pdfs/pdf_nanozymes/J.JCIS.2019.01.061.pdf,False
Fe3O4,oxidase,cubic,20–50,20–50,20–50,,96.3,μM,0.0011,μM s–1,text,AR,,,,,50.0,μg mL−1,9.0,25.0,10.1016/j.jcis.2019.01.061,J.JCIS.2019.01.061,0,Mesoporous manganese oxide/manganese ferrite nanopopcorns with dual enzyme mimic activities: A cascade reaction for selective detection of ketoses,Journal of Colloid and Interface Science,2019,data/pdfs/pdf_nanozymes/J.JCIS.2019.01.061.pdf,False
MnOx/MnFe2O4,oxidase,,75,75,75,,34.2,μM,0.244,μM s–1,text,AR,,,,,50.0,μg mL−1,9.0,25.0,10.1016/j.jcis.2019.01.061,J.JCIS.2019.01.061,0,Mesoporous manganese oxide/manganese ferrite nanopopcorns with dual enzyme mimic activities: A cascade reaction for selective detection of ketoses,Journal of Colloid and Interface Science,2019,data/pdfs/pdf_nanozymes/J.JCIS.2019.01.061.pdf,False
MnOx/MnFe2O4,oxidase,,51,51,51,,40.1,μM,0.31,μM s–1,text,AR,,,,,50.0,μg mL−1,9.0,25.0,10.1016/j.jcis.2019.01.061,J.JCIS.2019.01.061,0,Mesoporous manganese oxide/manganese ferrite nanopopcorns with dual enzyme mimic activities: A cascade reaction for selective detection of ketoses,Journal of Colloid and Interface Science,2019,data/pdfs/pdf_nanozymes/J.JCIS.2019.01.061.pdf,False
MnOx/MnFe2O4,oxidase,,39,39,39,,48.6,μM,0.625,μM s–1,text,AR,,,,,50.0,μg mL−1,9.0,25.0,10.1016/j.jcis.2019.01.061,J.JCIS.2019.01.061,0,Mesoporous manganese oxide/manganese ferrite nanopopcorns with dual enzyme mimic activities: A cascade reaction for selective detection of ketoses,Journal of Colloid and Interface Science,2019,data/pdfs/pdf_nanozymes/J.JCIS.2019.01.061.pdf,False
Au,peroxidase,cubic,13,13,13,,1.831,mM,1.1,10-8 M s-1,si,TMB + H2O2,0.05,1.0,10.0,mM,0.654,μM,4.0,60.0,10.1016/j.jcis.2021.06.170,J.JCIS.2021.06.170,1,Porous Au@Pt nanoparticles with superior peroxidase-like activity for colorimetric detection of spike protein of SARS-CoV-2,Journal of Colloid and Interface Science,2021,data/pdfs/pdf_nanozymes/J.JCIS.2021.06.170.pdf,False
